model,n_shots,iteration,task,auroc,auprc,auprc_c,ece,auroc_lower_ci,auroc_upper_ci,auprc_lower_ci,auprc_upper_ci,auprc_c_lower_ci,auprc_c_upper_ci,ece_lower_ci,ece_upper_ci,nboot,path_results
clmbr_stanford_cp,8,0,readmission_sql,0.5761962639811318,0.00981543982189403,0.5890712142427555,0.002345482830039488,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_8_iter0/readmission_sql/results.pkl
clmbr_stanford_cp,8,0,anemia_lab_sql,0.7832966676935939,0.19814584901657978,0.7473051289449957,0.05395474488469117,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_8_iter0/anemia_lab_sql/results.pkl
clmbr_stanford_cp,8,0,hyperkalemia_lab_sql,0.5986519035793639,0.009965168162022198,0.5717546095936589,0.0018327231270786819,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_8_iter0/hyperkalemia_lab_sql/results.pkl
clmbr_stanford_cp,8,0,hypoglycemia_lab_sql,0.639165403124794,0.027103800332775672,0.6092114220506594,0.0066544204411742025,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_8_iter0/hypoglycemia_lab_sql/results.pkl
clmbr_stanford_cp,8,0,hyponatremia_lab_sql,0.820396047426369,0.031028760764184843,0.7785748683473854,0.007637443187537617,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_8_iter0/hyponatremia_lab_sql/results.pkl
clmbr_stanford_cp,8,0,thrombocytopenia_lab_sql,0.8065000319277679,0.1301127085500565,0.7853167644118029,0.02388161232455383,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_8_iter0/thrombocytopenia_lab_sql/results.pkl
clmbr_stanford_cp,2,0,mortality_sql,0.8894359959208891,0.311542025008305,0.8778250528331139,0.009773152442136748,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_2_iter0/mortality_sql/results.pkl
clmbr_stanford_cp,2,0,long_los_sql,0.7027987189699562,0.4593384865298641,0.6802092733422932,0.10488490091746465,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_2_iter0/long_los_sql/results.pkl
clmbr_stanford_cp,2,0,readmission_sql,0.5792131498603695,0.017751317315941283,0.5960594457779284,0.0020482663677560678,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_2_iter0/readmission_sql/results.pkl
clmbr_stanford_cp,2,0,anemia_lab_sql,0.7878657704918981,0.23857653632483367,0.7715976814099968,0.052736328124752596,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_2_iter0/anemia_lab_sql/results.pkl
clmbr_stanford_cp,2,0,hyperkalemia_lab_sql,0.5479551381394278,0.01377993434446499,0.5810179808919516,0.0032350207614137206,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_2_iter0/hyperkalemia_lab_sql/results.pkl
clmbr_stanford_cp,2,0,hypoglycemia_lab_sql,0.5373459028281363,0.027353161917295275,0.5805449954352938,0.015885626614438438,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_2_iter0/hypoglycemia_lab_sql/results.pkl
clmbr_stanford_cp,2,0,hyponatremia_lab_sql,0.7833844052798798,0.03947963133914831,0.7207056678076497,0.00827407064073638,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_2_iter0/hyponatremia_lab_sql/results.pkl
clmbr_stanford_cp,2,0,thrombocytopenia_lab_sql,0.766592630147968,0.1157535719953894,0.7549078740275699,0.017312608821106603,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_2_iter0/thrombocytopenia_lab_sql/results.pkl
clmbr_stanford_cp,16,3,mortality_sql,0.8922379034759285,0.24246275260257924,0.8669424504531407,0.010475700236017387,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_16_iter3/mortality_sql/results.pkl
clmbr_stanford_cp,16,3,long_los_sql,0.6122633297900202,0.33393669851396257,0.5639726633368715,0.07748376142733163,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_16_iter3/long_los_sql/results.pkl
clmbr_stanford_cp,16,3,readmission_sql,0.604505795025394,0.011272179907400547,0.6186544735288981,0.002493740945014816,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_16_iter3/readmission_sql/results.pkl
clmbr_stanford_cp,16,3,anemia_lab_sql,0.6684887392371522,0.11503252628212313,0.6327191424983003,0.027548877046726934,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_16_iter3/anemia_lab_sql/results.pkl
clmbr_stanford_cp,16,3,hyperkalemia_lab_sql,0.6721654810139974,0.018192583007403642,0.6635654131276696,0.0025825906590095787,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_16_iter3/hyperkalemia_lab_sql/results.pkl
clmbr_stanford_cp,16,3,hypoglycemia_lab_sql,0.7051923330476629,0.0336619084344046,0.6608480959471732,0.005548177408037675,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_16_iter3/hypoglycemia_lab_sql/results.pkl
clmbr_stanford_cp,16,3,hyponatremia_lab_sql,0.769795317182183,0.03415719856856354,0.7407915220440751,0.003027197717752936,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_16_iter3/hyponatremia_lab_sql/results.pkl
clmbr_stanford_cp,16,3,thrombocytopenia_lab_sql,0.8508142350145291,0.13915728768232857,0.812798202500389,0.01159254889433774,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_16_iter3/thrombocytopenia_lab_sql/results.pkl
clmbr_stanford,16,2,mortality_sql,0.8255020110215394,0.18641805376600593,0.8064675119022364,0.014245832789200339,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_16_iter2/mortality_sql/results.pkl
clmbr_stanford,16,2,long_los_sql,0.7113727891674301,0.43935776678517985,0.6667628021363645,0.025041354551003904,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_16_iter2/long_los_sql/results.pkl
clmbr_stanford,16,2,readmission_sql,0.6227301008522522,0.02377512477134078,0.6526758038696585,0.0024771871894579476,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_16_iter2/readmission_sql/results.pkl
clmbr_stanford,16,2,anemia_lab_sql,0.7231118641910489,0.1538753422621718,0.6939825988378056,0.007340517715319563,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_16_iter2/anemia_lab_sql/results.pkl
clmbr_stanford,16,2,hyperkalemia_lab_sql,0.5697543427251963,0.00827749045149268,0.5153833498540882,0.0037377806318340564,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_16_iter2/hyperkalemia_lab_sql/results.pkl
clmbr_stanford,16,2,hypoglycemia_lab_sql,0.6655033840947546,0.0386081970588757,0.6530869847713313,0.009998185628808174,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_16_iter2/hypoglycemia_lab_sql/results.pkl
clmbr_stanford,16,2,hyponatremia_lab_sql,0.7411103774809397,0.021050147005856425,0.7026525114534835,0.003318941565456801,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_16_iter2/hyponatremia_lab_sql/results.pkl
clmbr_stanford,16,2,thrombocytopenia_lab_sql,0.8122862666745653,0.13175948787962966,0.7808097025133272,0.01171643229284685,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_16_iter2/thrombocytopenia_lab_sql/results.pkl
clmbr_stanford,128,8,mortality_sql,0.877250148252359,0.24910613408242768,0.8575483126804307,0.005948691042581141,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_128_iter8/mortality_sql/results.pkl
clmbr_stanford,128,8,long_los_sql,0.7056732430921253,0.4184218489250198,0.649011561295278,0.041451218022860045,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_128_iter8/long_los_sql/results.pkl
clmbr_stanford,128,8,readmission_sql,0.6840119517877039,0.0694497734010964,0.7016923045397984,0.005634636517540225,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_128_iter8/readmission_sql/results.pkl
clmbr_stanford,128,8,anemia_lab_sql,0.7824765723195393,0.2168919296787819,0.7612064570074248,0.009149077693928663,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_128_iter8/anemia_lab_sql/results.pkl
clmbr_stanford,128,8,hyperkalemia_lab_sql,0.7020899851248825,0.027266056042891937,0.7058957056024396,0.003518691992965292,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_128_iter8/hyperkalemia_lab_sql/results.pkl
clmbr_stanford,128,8,hypoglycemia_lab_sql,0.7332965258092161,0.03843037963663893,0.6823828230247118,0.004246987411625342,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_128_iter8/hypoglycemia_lab_sql/results.pkl
clmbr_stanford,128,8,hyponatremia_lab_sql,0.7404980784532819,0.025505363989050032,0.7139447869753137,0.004075209835220509,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_128_iter8/hyponatremia_lab_sql/results.pkl
clmbr_stanford,128,8,thrombocytopenia_lab_sql,0.8777874287683806,0.24544184827072926,0.8670401282860403,0.0030726224442197453,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_128_iter8/thrombocytopenia_lab_sql/results.pkl
count_mimic,128,7,mortality_sql,0.847622007349347,0.3088989541601169,0.8489132899181383,0.009871271206284775,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/count_mimic_128_iter7/mortality_sql/results.pkl
count_mimic,128,7,long_los_sql,0.7012831823120707,0.4287134059280704,0.6572777132088051,0.06433946193743251,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/count_mimic_128_iter7/long_los_sql/results.pkl
count_mimic,128,7,readmission_sql,0.6087453516806297,0.010479319044294062,0.5987647324300043,0.006248184601406098,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/count_mimic_128_iter7/readmission_sql/results.pkl
count_mimic,128,7,anemia_lab_sql,0.7032100876070136,0.12913667809638135,0.6607296833329278,0.015831642418369322,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/count_mimic_128_iter7/anemia_lab_sql/results.pkl
count_mimic,128,7,hyperkalemia_lab_sql,0.5881615226145354,0.011639632913596456,0.583696216192343,0.008396052459351298,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/count_mimic_128_iter7/hyperkalemia_lab_sql/results.pkl
count_mimic,128,7,hypoglycemia_lab_sql,0.7013268563078208,0.0421271229116147,0.6748655793743473,0.011291212492237985,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/count_mimic_128_iter7/hypoglycemia_lab_sql/results.pkl
count_mimic,128,7,hyponatremia_lab_sql,0.7214067640701802,0.028977403861912422,0.6997720751418492,0.0034028259605160434,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/count_mimic_128_iter7/hyponatremia_lab_sql/results.pkl
count_mimic,128,7,thrombocytopenia_lab_sql,0.842464931386073,0.18405875174154182,0.832438021455855,0.008879143658976768,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/count_mimic_128_iter7/thrombocytopenia_lab_sql/results.pkl
count_mimic,128,1,mortality_sql,0.7956831270206361,0.18940066640362008,0.7843102469639925,0.01270064113090081,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/count_mimic_128_iter1/mortality_sql/results.pkl
count_mimic,128,1,long_los_sql,0.6852065316582796,0.3990429542002001,0.6306922344420249,0.03951170101367031,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/count_mimic_128_iter1/long_los_sql/results.pkl
count_mimic,128,1,readmission_sql,0.5877971668764741,0.009597965269221059,0.585558930107908,0.00662553555389035,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/count_mimic_128_iter1/readmission_sql/results.pkl
count_mimic,128,1,anemia_lab_sql,0.7193031937435546,0.13368378934781003,0.6712084474430738,0.01253622608869607,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/count_mimic_128_iter1/anemia_lab_sql/results.pkl
count_mimic,128,1,hyperkalemia_lab_sql,0.6984412246142739,0.01407237298923409,0.6498752555250055,0.0027523726953914123,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/count_mimic_128_iter1/hyperkalemia_lab_sql/results.pkl
count_mimic,128,1,hypoglycemia_lab_sql,0.6806858010855472,0.029485861019314226,0.6320624884125976,0.006818042188261075,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/count_mimic_128_iter1/hypoglycemia_lab_sql/results.pkl
count_mimic,128,1,hyponatremia_lab_sql,0.6464015440093454,0.014569378436983731,0.6190824068711951,0.013233064423030905,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/count_mimic_128_iter1/hyponatremia_lab_sql/results.pkl
count_mimic,128,1,thrombocytopenia_lab_sql,0.8747446740251837,0.22821268927794036,0.8660814072035922,0.013400899051064747,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/count_mimic_128_iter1/thrombocytopenia_lab_sql/results.pkl
clmbr_stanford_cp,256,9,mortality_sql,0.9121980056025744,0.3450905957900178,0.8982174315420164,0.00810541887684708,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_256_iter9/mortality_sql/results.pkl
clmbr_stanford_cp,256,9,long_los_sql,0.7597511343586285,0.4893663862665761,0.7092116946571972,0.02595256268829576,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_256_iter9/long_los_sql/results.pkl
clmbr_stanford_cp,256,9,readmission_sql,0.6509021718684435,0.04466611147168434,0.7094562779295384,0.00467390063161167,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_256_iter9/readmission_sql/results.pkl
clmbr_stanford_cp,256,9,anemia_lab_sql,0.8282851183786701,0.24392009153523408,0.7961466606677029,0.005432471977109714,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_256_iter9/anemia_lab_sql/results.pkl
clmbr_stanford_cp,256,9,hyperkalemia_lab_sql,0.7260831139409103,0.031224774916438547,0.7138685482634239,0.00393217766417521,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_256_iter9/hyperkalemia_lab_sql/results.pkl
clmbr_stanford_cp,256,9,hypoglycemia_lab_sql,0.7920196343419694,0.06712077818038853,0.770142567690949,0.0082630502164006,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_256_iter9/hypoglycemia_lab_sql/results.pkl
clmbr_stanford_cp,256,9,hyponatremia_lab_sql,0.7427356504760131,0.02459548676646888,0.708075760463987,0.0051714773776372555,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_256_iter9/hyponatremia_lab_sql/results.pkl
clmbr_stanford_cp,256,9,thrombocytopenia_lab_sql,0.9292403730086497,0.4050757007256513,0.9236374400920606,0.003918983464806213,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_256_iter9/thrombocytopenia_lab_sql/results.pkl
count_mimic,64,9,mortality_sql,0.7489160209314962,0.10145145731175997,0.714716537259731,0.021757386547177533,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/count_mimic_64_iter9/mortality_sql/results.pkl
count_mimic,64,9,long_los_sql,0.6854206823460539,0.40214524366549753,0.6318835711215282,0.03284666389370654,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/count_mimic_64_iter9/long_los_sql/results.pkl
count_mimic,64,9,readmission_sql,0.5599687459304596,0.00736449202227197,0.5363245068699929,0.006998519365231059,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/count_mimic_64_iter9/readmission_sql/results.pkl
count_mimic,64,9,anemia_lab_sql,0.6093576208845171,0.08506065668227739,0.5572993198695627,0.025093393823839863,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/count_mimic_64_iter9/anemia_lab_sql/results.pkl
count_mimic,64,9,hyperkalemia_lab_sql,0.5946639405991125,0.010637139344383161,0.5797341132945824,0.002163287093785721,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/count_mimic_64_iter9/hyperkalemia_lab_sql/results.pkl
count_mimic,64,9,hypoglycemia_lab_sql,0.6120054332300524,0.022238843441146964,0.5676808832691901,0.006731691896337575,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/count_mimic_64_iter9/hypoglycemia_lab_sql/results.pkl
count_mimic,64,9,hyponatremia_lab_sql,0.6121918047866548,0.011379420597476785,0.5803241035951464,0.006609179176374207,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/count_mimic_64_iter9/hyponatremia_lab_sql/results.pkl
count_mimic,64,9,thrombocytopenia_lab_sql,0.6407287532245122,0.04356572925443795,0.5888048276376452,0.012464376311498661,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/count_mimic_64_iter9/thrombocytopenia_lab_sql/results.pkl
clmbr_stanford_cp,16,8,mortality_sql,0.9043759878321411,0.3204843262119345,0.8903235542958261,0.022412139711488,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_16_iter8/mortality_sql/results.pkl
clmbr_stanford_cp,16,8,long_los_sql,0.6603951836315245,0.37896473233208494,0.610897884615446,0.04443786188555758,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_16_iter8/long_los_sql/results.pkl
clmbr_stanford_cp,16,8,readmission_sql,0.6201581513796647,0.013071773651715045,0.6383878177216963,0.002836129100789247,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_16_iter8/readmission_sql/results.pkl
clmbr_stanford_cp,16,8,anemia_lab_sql,0.7460998462501971,0.18217426307744194,0.7262397080573236,0.022650674042626967,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_16_iter8/anemia_lab_sql/results.pkl
clmbr_stanford_cp,16,8,hyperkalemia_lab_sql,0.7918479377112235,0.023634452564196568,0.7487003740951537,0.004784678681888315,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_16_iter8/hyperkalemia_lab_sql/results.pkl
clmbr_stanford_cp,16,8,hypoglycemia_lab_sql,0.7117696178609884,0.045539265578138956,0.6955793566214215,0.008014745121705278,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_16_iter8/hypoglycemia_lab_sql/results.pkl
clmbr_stanford_cp,16,8,hyponatremia_lab_sql,0.7914148340020655,0.023108013024433327,0.734365992696116,0.003212040908303775,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_16_iter8/hyponatremia_lab_sql/results.pkl
clmbr_stanford_cp,16,8,thrombocytopenia_lab_sql,0.8680890807803301,0.17966457824221138,0.8392654923255449,0.00961257304520527,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_16_iter8/thrombocytopenia_lab_sql/results.pkl
clmbr_stanford_cp,16,2,mortality_sql,0.8887759937870474,0.32472185907591944,0.8805152549718108,0.003610692040361763,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_16_iter2/mortality_sql/results.pkl
clmbr_stanford_cp,16,2,long_los_sql,0.7487904252610135,0.47614683784648404,0.6979993092732855,0.05501617555452439,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_16_iter2/long_los_sql/results.pkl
clmbr_stanford_cp,16,2,readmission_sql,0.4425308561589327,0.005587389955476049,0.4660775760121595,0.006752980202070363,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_16_iter2/readmission_sql/results.pkl
clmbr_stanford_cp,16,2,anemia_lab_sql,0.6985751746861002,0.10991696014923383,0.6255025822529281,0.04212512808778414,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_16_iter2/anemia_lab_sql/results.pkl
clmbr_stanford_cp,16,2,hyperkalemia_lab_sql,0.804090346110997,0.03323330413195623,0.7691248850331759,0.0035496558038440084,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_16_iter2/hyperkalemia_lab_sql/results.pkl
clmbr_stanford_cp,16,2,hypoglycemia_lab_sql,0.745168325752082,0.040160791092571285,0.6966926214087896,0.005567618279073367,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_16_iter2/hypoglycemia_lab_sql/results.pkl
clmbr_stanford_cp,16,2,hyponatremia_lab_sql,0.7559522801790057,0.016287776822382544,0.6630594925718774,0.005189395872001909,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_16_iter2/hyponatremia_lab_sql/results.pkl
clmbr_stanford_cp,16,2,thrombocytopenia_lab_sql,0.8948599371138375,0.29611816893225734,0.8833698808398417,0.006035745619465538,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_cp_16_iter2/thrombocytopenia_lab_sql/results.pkl
clmbr_stanford,128,1,mortality_sql,0.8799794803847862,0.2848612673118901,0.8681099406455022,0.007978213564864198,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_128_iter1/mortality_sql/results.pkl
clmbr_stanford,128,1,long_los_sql,0.7269094470528423,0.4369704709613863,0.6660974462397123,0.03925503040263658,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_128_iter1/long_los_sql/results.pkl
clmbr_stanford,128,1,readmission_sql,0.5880757043017755,0.009620563194852773,0.5858954317985219,0.005087487522685507,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_128_iter1/readmission_sql/results.pkl
clmbr_stanford,128,1,anemia_lab_sql,0.7780860969968888,0.1897446140461478,0.7441768277845902,0.010094973130224678,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_128_iter1/anemia_lab_sql/results.pkl
clmbr_stanford,128,1,hyperkalemia_lab_sql,0.7129071207623031,0.03528802896648094,0.7190682580171751,0.0033872423125724934,,,,,,,,,0,/hpf/projects/lsung/phi/projects/lguo/femr-on-mimic/data/evaluate/adapter_models_few_shots/clmbr_stanford_128_iter1/hyperkalemia_lab_sql/results.pkl
